student_id,student_name,department,semester,cgpa,tenth_percentage,twelfth_percentage,backlogs,programming_languages,frameworks,verified_certifications,python_skill,java_skill,sql_skill,react_skill,aws_skill,dsa_skill,certifications_count,projects_count,project_complexity,open_source_contributions,internships_count,aptitude_score,quantitative_aptitude_score,logical_aptitude_score,coding_score,communication_score,verbal_fluency_score,interview_score,presentation_score,hackathons_participated,leadership_roles,tech_society_participation,target_role,placement_probability,placement_status,missing_skills,recommended_courses,roadmap_weeks,placement_outcome
STU0541,Ishaan Mishra,Mechanical,7,8.07,82.4,72.2,0,Python|Java,Git,,1,1,1,0,1,1,0,3,2,8,3,72,75,71,68,86,85,84,85,1,1,1,QA Engineer,67.2,Near Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0542,Kavya Yadav,IT,5,6.57,70.0,75.0,0,Python|Java,React|Spring Boot,,1,2,2,1,1,0,0,0,1,3,0,51,56,54,42,78,74,63,71,0,0,0,QA Engineer,22.9,Needs Training,Selenium|API Testing|Automation Testing,Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Not Placed
STU0543,Tanvi Jain,CSE,7,8.11,92.5,83.7,0,Python|Java|C++,React|Spring Boot|Pandas|AWS,,2,3,2,3,2,2,0,3,3,10,0,77,76,81,74,88,87,89,85,0,1,1,Full Stack Developer,85.1,Ready,NodeJS|MongoDB,Node.js Backend Development|MongoDB Developer Path,6,Placed
STU0544,Sanjay Kulkarni,IT,6,8.06,72.2,72.2,1,Python|Java|C++,React,Python Certificate,1,1,2,1,1,2,1,5,4,11,0,64,65,63,57,83,80,76,79,0,0,0,QA Engineer,60.0,Near Ready,Java|API Testing,Java for Test Automation|Postman & REST API Testing,6,Placed
STU0545,Khushi Kumar,IT,8,8.69,86.3,86.4,0,Python|Java,React|Pandas|AWS,Python Certificate|SQL Certificate,2,1,1,2,2,1,2,1,3,8,0,73,74,68,69,87,85,85,85,2,2,2,QA Engineer,81.2,Ready,Java|API Testing,Java for Test Automation|Postman & REST API Testing,6,Placed
STU0546,Divya Joshi,AI&DS,7,6.72,66.5,58.6,1,Python|Java,React,,1,1,1,1,1,1,0,1,2,5,0,52,51,52,43,78,76,64,72,0,0,1,QA Engineer,13.7,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0547,Harsh Shah,CSE,8,5.88,64.9,56.4,1,Java,Git,,0,1,1,0,0,1,0,0,2,3,0,46,45,44,40,76,73,59,70,0,0,0,QA Engineer,5.5,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0548,Dev Joshi,IT,7,8.61,84.9,82.8,0,Python|Java|C++,React|Pandas,Python Certificate|SQL Certificate|Cloud Certificate,2,1,2,2,1,2,3,3,3,8,2,75,76,74,71,87,85,86,84,0,1,1,Data Analyst,80.3,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0549,Aarav Thakur,AI&DS,5,7.52,73.5,84.6,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate|SQL Certificate|Cloud Certificate,2,2,2,1,1,2,3,1,2,6,2,69,70,62,64,85,80,81,81,0,0,1,QA Engineer,60.0,Near Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0550,Shreya Singh,ECE,7,7.03,66.9,69.9,1,Python,Git,,0,0,1,0,0,0,0,1,2,5,0,54,56,52,45,79,76,66,76,0,0,0,Data Analyst,10.9,Needs Training,Python|SQL|Statistics|Power BI,Python for Data Analysis|SQL & Database Fundamentals|Statistics for Data Analysis|Microsoft Power BI Data Analyst,10,Not Placed
STU0551,Kavya Verma,AI&DS,8,7.46,77.8,68.7,0,Python,React|Pandas,Python Certificate|SQL Certificate|Cloud Certificate,2,0,1,2,1,1,3,2,2,6,0,54,56,53,46,79,75,66,79,0,1,1,Data Analyst,60.0,Near Ready,SQL|Statistics,SQL & Database Fundamentals|Statistics for Data Analysis,6,Placed
STU0552,Akash Bhat,ECE,7,9.16,91.4,85.6,0,Python|Java,React|Spring Boot,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate|Web Development Certificate,1,2,2,1,1,1,5,5,4,11,0,78,75,79,75,89,89,90,91,3,2,3,QA Engineer,88.7,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0553,Khushi Thakur,IT,8,5.95,68.2,66.7,0,Python|Java,React,,1,1,1,1,0,1,0,4,3,7,0,50,51,51,41,77,72,63,73,0,0,0,Full Stack Developer,9.4,Needs Training,React|Java|DSA|MongoDB,Meta Front-End Development|Java Programming & Spring Boot|Data Structures & Algorithms|MongoDB Developer Path,10,Not Placed
STU0554,Arjun Pandey,IT,8,9.32,92.4,91.0,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate,2,2,3,2,1,3,4,6,4,14,0,84,83,83,83,92,93,96,94,6,1,2,QA Engineer,95.4,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0555,Karthik Mishra,EEE,6,5.95,69.3,60.7,0,Python|Java,Git,,1,1,1,0,0,0,0,5,4,7,0,54,56,52,45,79,76,66,72,1,0,1,QA Engineer,19.6,Needs Training,Java|Selenium|API Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing,8,Not Placed
STU0556,Ankit Chawla,AI&DS,6,8.42,89.9,81.0,0,Python|Java,React|Spring Boot|Pandas|AWS,Python Certificate|SQL Certificate,2,2,2,1,2,1,2,4,3,9,0,72,74,68,68,86,87,84,83,2,1,1,QA Engineer,80.0,Ready,API Testing,Postman & REST API Testing,4,Placed
STU0557,Aarav Deshmukh,CSE,7,7.4,74.4,65.6,0,Python|Java,React,Python Certificate,1,1,1,1,1,1,1,0,1,5,2,61,59,59,54,82,81,73,77,0,0,0,QA Engineer,60.0,Near Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0558,Khushi Mishra,CSE,7,7.17,84.0,80.9,0,Python|Java|C++,React|Spring Boot|Pandas,,2,2,2,3,1,2,0,2,3,8,1,72,75,66,68,86,86,84,84,3,0,2,Full Stack Developer,80.0,Ready,NodeJS|MongoDB,Node.js Backend Development|MongoDB Developer Path,6,Placed
STU0559,Riya Chowdhury,ECE,8,6.37,79.4,67.2,0,Java,Git,Python Certificate|SQL Certificate,0,1,1,0,0,0,2,3,2,7,1,58,62,53,50,81,77,70,81,1,0,1,QA Engineer,26.3,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0560,Meera Patel,IT,8,7.2,72.8,88.8,0,Python|Java,React|Pandas,Python Certificate,2,1,1,2,1,1,1,2,2,7,0,63,62,64,56,82,80,75,78,0,0,1,QA Engineer,60.0,Near Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0561,Akash Iyer,IT,6,7.39,86.1,75.1,0,Python|Java|C++,React|AWS,Python Certificate|SQL Certificate,1,1,1,2,2,2,2,4,4,9,1,65,69,61,59,84,80,77,81,0,2,1,Full Stack Developer,60.9,Near Ready,Java|MongoDB,Java Programming & Spring Boot|MongoDB Developer Path,6,Placed
STU0562,Riya Kumar,CSE,6,5.89,62.3,57.6,1,Python|Java,React|Pandas,Python Certificate,2,1,1,1,1,0,1,3,2,6,0,53,54,49,44,78,74,65,70,0,0,0,QA Engineer,14.8,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0563,Ananya Rao,CSE,7,8.44,92.1,80.9,0,Python|Java|C++,React|Spring Boot,Python Certificate|SQL Certificate,1,2,2,1,1,2,2,3,3,8,3,74,74,75,70,87,85,85,85,1,0,0,QA Engineer,80.1,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0564,Sahil Gupta,CSE,6,7.11,72.0,73.5,1,Python|Java,React,Python Certificate,1,1,2,1,1,0,1,1,2,6,0,59,62,57,51,81,78,71,78,0,0,1,QA Engineer,60.0,Near Ready,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Placed
STU0565,Sneha Pandey,AI&DS,8,7.17,75.0,83.0,0,Python|Java,React,Python Certificate|SQL Certificate,1,1,1,1,1,1,2,6,3,11,2,62,60,57,55,82,77,74,75,1,0,1,QA Engineer,60.0,Near Ready,Java|API Testing,Java for Test Automation|Postman & REST API Testing,6,Placed
STU0566,Zoya Verma,IT,7,6.13,60.6,62.5,0,Python|Java,React,Python Certificate|SQL Certificate|Cloud Certificate,1,1,2,1,1,0,3,0,2,3,2,53,52,50,44,78,69,65,66,0,0,1,QA Engineer,18.3,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0567,Bhavya Singh,AI&DS,7,5.46,55.2,50.0,2,Python,Git,,0,0,0,0,0,0,0,0,1,1,0,40,42,44,40,70,66,47,64,0,0,0,QA Engineer,5.0,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0568,Sneha Joshi,AI&DS,5,8.14,71.3,78.2,0,Python|Java,React|Spring Boot,Python Certificate|SQL Certificate,1,2,1,2,1,1,2,3,2,8,1,62,66,60,56,82,78,74,75,2,1,2,QA Engineer,60.0,Near Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0569,Anish Nair,EEE,7,9.67,94.3,88.4,0,Python|Java|C++,React|Spring Boot|Pandas,,2,2,2,2,1,2,0,7,5,15,1,94,91,91,95,95,95,100,96,6,1,3,Full Stack Developer,96.0,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0570,Anushka Bhat,AI&DS,7,7.98,83.6,79.4,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate|SQL Certificate,2,2,2,1,1,2,2,2,2,8,3,74,77,69,70,87,85,86,79,4,0,1,QA Engineer,83.2,Ready,Automation Testing,Mastering Test Automation & Frameworks,4,Placed
STU0571,Karthik Das,AI&DS,7,7.73,82.6,73.3,0,Python|Java,React,Python Certificate|SQL Certificate,1,1,1,1,0,1,2,2,2,7,0,64,64,63,58,83,77,76,80,0,1,1,QA Engineer,60.0,Near Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0572,Utkarsh Kulkarni,ECE,6,7.06,76.9,72.2,0,Python|Java,Git,,1,1,0,0,1,0,0,2,2,7,0,62,59,61,55,82,79,74,73,1,1,1,QA Engineer,60.0,Near Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0573,Varun Nair,AI&DS,7,7.45,79.7,79.3,0,Python|Java,React|Spring Boot,Python Certificate,1,2,2,1,1,1,1,1,2,6,0,65,65,62,59,83,81,77,85,0,2,1,QA Engineer,60.0,Near Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0574,Rishabh Agarwal,IT,8,8.42,76.9,75.8,0,Python|Java|C++,React|Spring Boot,Python Certificate|SQL Certificate|Cloud Certificate,1,2,2,2,0,2,3,4,4,10,1,71,71,68,67,86,84,83,85,2,0,1,Full Stack Developer,80.0,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0575,Nishant Chowdhury,ECE,6,5.36,64.1,62.7,0,Python,React,Python Certificate,0,0,0,1,0,0,1,4,3,6,0,51,53,47,41,77,71,63,74,0,0,0,QA Engineer,11.6,Needs Training,Java|Selenium|API Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing,8,Not Placed
STU0576,Rahul Joshi,EEE,5,9.27,95.9,84.9,0,Python|Java|C++,Spring Boot|Pandas,Python Certificate|SQL Certificate|Cloud Certificate,2,2,2,0,1,2,3,3,3,11,1,78,77,76,75,89,91,90,89,3,0,2,QA Engineer,93.2,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0577,Tanvi Das,CSE,5,8.25,80.0,82.3,0,Python|Java|C++,React|Pandas,Python Certificate,2,1,3,2,1,2,1,4,3,10,0,73,75,75,69,87,86,85,80,3,1,2,Data Analyst,80.0,Ready,Power BI,Microsoft Power BI Data Analyst,4,Placed
STU0578,Kunal Deshmukh,EEE,7,8.01,92.0,82.1,0,Python|Java,React|Pandas,Python Certificate|SQL Certificate,2,1,2,2,1,1,2,6,4,13,1,73,74,71,69,87,83,85,81,4,0,1,Data Analyst,80.0,Ready,Statistics,Statistics for Data Analysis,4,Placed
STU0579,Varun Verma,AI&DS,7,7.89,80.3,81.6,0,Python|Java,React|Spring Boot|Pandas,Python Certificate,2,2,1,2,1,1,1,4,4,9,0,70,74,67,65,85,81,82,82,1,0,1,QA Engineer,66.9,Near Ready,API Testing,Postman & REST API Testing,4,Placed
STU0580,Varun Yadav,CSE,7,7.5,78.2,80.2,0,Python|Java,React|Pandas,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate,2,1,2,2,0,1,4,2,2,7,3,65,67,62,59,83,84,77,80,2,1,2,QA Engineer,80.0,Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0581,Ankit Jain,AI&DS,6,7.31,88.7,83.4,1,Python|Java|C++,React|Spring Boot|Pandas|AWS,Python Certificate|SQL Certificate,2,2,2,1,2,3,2,6,4,13,0,73,75,72,69,87,84,85,87,2,0,1,Full Stack Developer,80.1,Ready,React,Meta Front-End Development,4,Placed
STU0582,Gaurav Pandey,Mechanical,6,8.84,89.1,83.0,0,Python|Java,React|Pandas,Python Certificate|SQL Certificate,2,1,1,1,0,1,2,2,3,8,3,72,72,71,67,86,79,83,78,1,1,1,Data Analyst,66.6,Near Ready,SQL|Statistics,SQL & Database Fundamentals|Statistics for Data Analysis,6,Placed
STU0583,Gaurav Iyer,AI&DS,7,7.17,74.6,62.3,0,Python|Java,React,Python Certificate,1,1,2,1,1,0,1,2,2,7,0,60,61,55,53,82,78,73,72,0,0,0,QA Engineer,60.0,Near Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0584,Yash Gupta,AI&DS,7,7.15,71.5,70.1,1,Python|Java,AWS,,1,1,1,0,2,1,0,2,2,6,0,58,61,57,50,80,73,70,80,1,0,0,DevOps Engineer,23.6,Needs Training,Python|Docker|Kubernetes,Python Automation|Docker & Kubernetes Bootcamp|Kubernetes for DevOps,8,Not Placed
STU0585,Chaitanya Nair,IT,8,8.08,78.5,78.8,1,Python|Java,React|Spring Boot|Pandas|AWS,Python Certificate|SQL Certificate|Cloud Certificate,2,2,2,2,2,1,3,5,4,11,1,66,65,62,60,84,80,78,78,1,1,2,Full Stack Developer,71.3,Near Ready,DSA,Data Structures & Algorithms,4,Placed
STU0586,Dev Bhat,CSE,5,8.54,92.1,93.3,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate|SQL Certificate,3,3,2,2,1,3,2,7,4,13,1,83,82,84,82,91,95,95,97,7,1,3,Full Stack Developer,94.9,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0587,Ananya Patel,CSE,7,6.5,72.5,59.7,1,Python,Git,,1,0,1,0,0,0,0,1,1,4,0,50,56,43,40,77,74,62,72,1,0,0,QA Engineer,6.5,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0588,Aarav Das,CSE,7,5.9,66.3,57.8,1,Python|Java,Git,,1,1,0,0,0,1,0,2,2,4,0,47,48,45,40,76,71,60,69,0,0,1,QA Engineer,9.7,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0589,Rahul Thakur,CSE,7,8.09,82.4,73.0,0,Python|Java,React|Pandas,Python Certificate|SQL Certificate,2,1,2,2,1,1,2,6,4,12,1,67,69,66,61,84,77,78,84,0,0,1,Full Stack Developer,60.2,Near Ready,Java|DSA,Java Programming & Spring Boot|Data Structures & Algorithms,6,Placed
STU0590,Utkarsh Mishra,CSE,7,6.49,86.6,78.7,0,Python|Java,React,Python Certificate|SQL Certificate|Cloud Certificate,1,1,1,2,0,1,3,2,2,7,2,65,64,61,59,84,83,77,79,1,0,1,QA Engineer,60.0,Near Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0591,Khushi Verma,CSE,7,7.62,81.3,82.8,0,Python|Java,React|Spring Boot|Pandas,,2,2,2,1,1,1,0,1,2,7,3,67,71,66,61,84,79,79,82,1,0,1,QA Engineer,80.0,Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0592,Harsh Joshi,IT,8,7.44,81.5,74.8,0,Python|Java|C++,React|Pandas,Python Certificate|SQL Certificate,2,1,2,2,1,2,2,6,4,11,1,68,66,66,62,85,85,80,81,1,2,1,Full Stack Developer,60.2,Near Ready,Java,Java Programming & Spring Boot,4,Placed
STU0593,Aiswarya Joshi,CSE,5,7.49,68.6,78.4,0,Python|Java,React|Pandas,Python Certificate,2,1,2,2,1,1,1,2,2,8,0,62,63,60,55,82,79,74,81,1,0,1,DevOps Engineer,60.0,Near Ready,AWS|Docker|Kubernetes,AWS Cloud Practitioner|Docker & Kubernetes Bootcamp|Kubernetes for DevOps,8,Placed
STU0594,Abhinav Chawla,AI&DS,5,9.22,76.8,89.1,0,Python|Java|C++,React|Spring Boot|AWS,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate,1,3,3,2,2,3,4,2,3,10,2,83,88,85,81,91,90,94,90,1,0,1,Full Stack Developer,92.6,Ready,NodeJS|MongoDB,Node.js Backend Development|MongoDB Developer Path,6,Placed
STU0595,Rohan Gupta,EEE,7,5.55,67.1,59.8,0,Python,Git,,0,0,0,0,0,0,0,3,2,6,0,46,45,47,40,75,72,58,63,0,0,0,QA Engineer,5.0,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0596,Zoya Nair,AI&DS,7,6.32,70.9,66.3,0,Python|Java,Spring Boot,,1,2,2,0,0,1,0,2,2,5,1,55,54,50,46,79,75,67,78,0,0,0,QA Engineer,60.0,Near Ready,Selenium|API Testing|Automation Testing,Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0597,Karan Pillai,IT,6,7.34,74.6,78.6,0,Python|Java,React|Pandas,Python Certificate,2,1,1,2,0,1,1,1,2,7,3,63,65,65,57,83,81,75,80,1,0,0,Data Analyst,60.0,Near Ready,SQL|Statistics|Power BI,SQL & Database Fundamentals|Statistics for Data Analysis|Microsoft Power BI Data Analyst,8,Placed
STU0598,Vedant Deshmukh,CSE,5,5.41,66.1,62.2,0,Python,Git,,1,0,1,0,0,0,0,0,1,3,0,45,44,43,40,75,69,57,68,0,0,0,QA Engineer,5.5,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0599,Yash Pillai,CSE,5,7.75,76.3,87.1,1,Python|Java,React|Spring Boot,Python Certificate|SQL Certificate,1,2,2,1,0,1,2,3,2,8,0,63,66,62,56,82,80,74,75,2,1,2,QA Engineer,60.0,Near Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0600,Divya Das,CSE,8,8.98,96.9,84.8,0,Python|Java|C++,React|Spring Boot|Pandas|AWS,Python Certificate|SQL Certificate,3,2,3,3,2,3,2,5,4,12,2,85,87,83,84,92,93,96,90,2,2,2,Full Stack Developer,95.4,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0601,Anushka Bhat,CSE,6,6.07,78.6,78.3,0,Python|Java,React|Spring Boot,Python Certificate|SQL Certificate,1,2,2,1,1,1,2,3,3,8,1,65,65,60,59,83,80,77,77,3,0,1,QA Engineer,60.0,Near Ready,API Testing,Postman & REST API Testing,4,Placed
STU0602,Harsh Pandey,CSE,6,7.54,76.1,73.9,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate|SQL Certificate,2,2,2,2,1,2,2,4,3,9,2,67,67,64,62,84,82,79,81,1,0,1,Full Stack Developer,80.0,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0603,Bhavya Kapoor,CSE,6,5.72,72.9,58.4,1,Python,React,,1,0,0,1,0,0,0,0,1,3,0,50,50,44,40,77,74,62,70,0,1,0,Data Analyst,5.0,Needs Training,Python|SQL|Statistics|Power BI,Python for Data Analysis|SQL & Database Fundamentals|Statistics for Data Analysis|Microsoft Power BI Data Analyst,10,Not Placed
STU0604,Kavya Shetty,CSE,6,6.07,72.0,69.4,0,Python|Java,React,Python Certificate|SQL Certificate,1,1,1,1,0,1,2,1,1,5,1,57,55,60,49,80,74,69,73,2,0,1,QA Engineer,27.3,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0605,Bhavya Gupta,CSE,5,6.51,77.6,72.4,0,Python|Java|C++,React,,1,1,2,2,0,2,0,1,2,5,0,60,61,59,53,81,74,72,76,2,1,2,QA Engineer,21.7,Needs Training,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Not Placed
STU0606,Akash Patel,AI&DS,7,7.24,73.1,89.6,0,Python|Java,React|AWS,Python Certificate|SQL Certificate,1,1,1,1,2,0,2,2,2,7,1,61,63,63,54,82,78,73,78,1,0,1,QA Engineer,60.0,Near Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0607,Kunal Kulkarni,CSE,5,9.45,85.0,85.4,0,Python|Java|C++,React|Spring Boot|AWS,Python Certificate|SQL Certificate,1,2,3,2,2,2,2,6,4,12,3,80,81,77,78,90,89,92,88,2,3,3,QA Engineer,94.5,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0608,Ishaan Shetty,AI&DS,8,8.21,82.9,73.2,0,Python|Java,React|Spring Boot,,1,2,3,2,1,1,0,3,3,9,3,71,68,69,67,86,82,83,86,3,2,2,QA Engineer,82.5,Ready,API Testing,Postman & REST API Testing,4,Placed
STU0609,Sneha Kapoor,AI&DS,6,6.09,69.2,66.6,0,Python,Git,Python Certificate,1,0,2,0,0,0,1,2,2,5,0,51,50,54,42,78,76,64,73,0,0,1,Data Analyst,8.8,Needs Training,Python|Statistics|Power BI,Python for Data Analysis|Statistics for Data Analysis|Microsoft Power BI Data Analyst,8,Not Placed
STU0610,Khushi Chowdhury,IT,7,7.97,82.4,64.8,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate|SQL Certificate|Cloud Certificate,2,2,3,2,1,2,3,4,3,9,1,68,66,65,62,85,84,80,82,2,0,1,Full Stack Developer,65.8,Near Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0611,Anushka Chowdhury,CSE,8,7.77,80.6,78.9,0,Python|Java|C++,React|AWS,Python Certificate|SQL Certificate,1,1,2,1,2,3,2,4,3,10,1,71,68,68,66,86,83,82,87,1,0,1,DevOps Engineer,60.0,Near Ready,Python|Docker|Kubernetes,Python Automation|Docker & Kubernetes Bootcamp|Kubernetes for DevOps,8,Placed
STU0612,Abhinav Joshi,ECE,7,8.29,77.9,85.4,1,Python|Java,React,Python Certificate,1,1,2,1,1,1,1,1,2,7,2,78,76,76,76,89,86,90,86,2,2,2,QA Engineer,80.0,Ready,Java|Automation Testing,Java for Test Automation|Mastering Test Automation & Frameworks,6,Placed
STU0613,Abhinav Rao,IT,7,8.5,88.5,94.0,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate|SQL Certificate,3,3,2,2,1,3,2,5,3,12,1,84,86,82,82,91,93,95,85,1,5,3,Full Stack Developer,93.5,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0614,Kavya Agarwal,CSE,6,5.61,73.8,71.7,0,Python|Java,Git,Python Certificate,1,1,0,0,0,1,1,0,2,3,0,53,52,48,43,78,73,65,74,0,0,1,QA Engineer,13.4,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0615,Shreya Mishra,EEE,6,6.49,70.0,64.7,0,Python,Git,,0,0,0,0,0,0,0,1,3,4,1,55,56,57,46,79,77,67,73,1,0,0,QA Engineer,15.4,Needs Training,Java|Selenium|API Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing,8,Not Placed
STU0616,Rahul Gupta,EEE,7,6.32,66.7,62.8,0,Python|Java,AWS,,1,1,0,0,2,0,0,0,1,3,0,50,49,47,40,77,71,62,72,1,0,1,QA Engineer,15.0,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0617,Utkarsh Verma,CSE,8,7.22,81.1,68.3,0,Python|Java,React|Spring Boot,Python Certificate,1,2,2,2,1,1,1,6,4,10,0,62,64,58,55,82,79,74,80,1,0,1,Full Stack Developer,60.0,Near Ready,DSA,Data Structures & Algorithms,4,Placed
STU0618,Priya Yadav,CSE,7,7.76,78.2,72.4,0,Python|Java,React|Spring Boot|Pandas,Python Certificate,2,2,2,1,0,1,1,2,2,8,1,70,73,72,66,86,87,82,87,2,2,2,QA Engineer,65.3,Near Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0619,Manish Kulkarni,ECE,7,8.01,78.2,85.7,0,Python|Java|C++,Spring Boot|Pandas,Python Certificate|SQL Certificate|Cloud Certificate,2,2,1,0,1,2,3,8,4,13,0,77,78,76,73,88,82,88,89,2,2,1,DevOps Engineer,67.6,Near Ready,AWS|Kubernetes,AWS Cloud Practitioner|Kubernetes for DevOps,6,Placed
STU0620,Karan Sharma,IT,7,7.73,76.6,66.7,1,Python|Java,React|AWS,Python Certificate|SQL Certificate,1,1,1,1,2,1,2,2,3,7,0,64,61,68,57,83,81,76,79,2,1,1,QA Engineer,60.0,Near Ready,Java|API Testing,Java for Test Automation|Postman & REST API Testing,6,Placed
STU0621,Anish Nair,CSE,7,6.52,73.0,69.6,0,Python|Java,React|Spring Boot|Pandas,Python Certificate,2,2,1,2,1,0,1,4,3,8,0,61,59,59,54,82,76,73,74,2,1,1,Full Stack Developer,60.0,Near Ready,DSA|MongoDB,Data Structures & Algorithms|MongoDB Developer Path,6,Placed
